1	8272016	WHOLESALE CLUBS	RETAIL / DEPARTMENT STORES	PHOTOGRAPHIC, PHOTOCOPY, MICROFILM EQUIPMENT, SUPPLIES	170
1	8272016	EDUCATION	EDUCATION	CORRESPONDENCE SCHOOLS 	7237
1	8282016	ELECTRONICS	RETAIL / DEPARTMENT STORES	MUSIC STORES MUSICAL INSTRUMENTS, PIANOS, AND SHEET MUSIC	160
1	8292016	ANTIQUES	RETAIL / DEPARTMENT STORES	FURRIERS AND FUR SHOPS 	249
1	8302016	PERSONAL SERVICES	PERSONAL SERVICES	LAUNDRIES - FAMILY AND COMMERCIAL 	40
1	9012016	OFFICE SUPPLY/STATIONERY	OFFICE SUPPLY / STATIONERY	BLUEPRINT/PHOTOCOPY SERVICES	40
1	9022016	CONVENIENCE STORES	RETAIL / DEPARTMENT STORES	WOMENS ACCESSORY AND SPECIALTY SHOPS (BMG INFERRED DEFINITION)	241
1	9022016	GIFTS	RETAIL / DEPARTMENT STORES	PHOTOGRAPHIC, PHOTOCOPY, MICROFILM EQUIPMENT, SUPPLIES	111
1	9022016	FINANCIAL SERVICES	INSURANCE / FINANCIAL SERVICES	FINANCIAL INSTITUTIONS AUTOMATED CASH DISBURSEMENTS	400
1	9042016	AUTO	AUTO / GAS	TROPICAL RENT-A-CAR	64
1	9062016	INSURANCE	INSURANCE / FINANCIAL SERVICES	FIRE, MARINE AND CASUALTY INSURANCE	403
1	9062016	PAWN SHOPS	RETAIL / DEPARTMENT STORES	ELECTRONICS STORES 	248
1	9132016	RECREATION	ENTERTAINMENT	MOTOR HOME DEALERS 	190
1	9132016	GAS	AUTO / GAS	AUTOMOTIVE REPAIR SHOPS, NOT ELSEWHERE CLASSIFIED	56
1	9142016	GOVERNMENT SERVICES	OTHER	U.S. GOVERNMENT U.S. FEDERAL GOVERNMENT AGENCIES OR DEPARTMENTS 	40
1	9142016	GIFTS	RETAIL / DEPARTMENT STORES	GLASSWARE/CRYSTAL STORES 	255
1	9152016	OTHER	OTHER	GOVERNMENT SERVICES (NOT ELSEWHERE CLASSIFIED) 	75
1	9152016	TRANSPORTATION	AIRLINES / TRANSPORTATION	LAP (PARAGUAY	1945
1	9152016	DIRECT MARKETING	HOUSEHOLD	HOUSEHOLD APPLIANCE STORES 	54
1	9222016	PHARMACY	HEALTHCARE / PHARMACY	OPTOMETRISTS AND OPHTHALMOLOGISTS 	49
1	9222016	ELECTRONICS	RETAIL / DEPARTMENT STORES	PIECE GOODS, NOTIONS, AND OTHER DRY GOODS 	176
1	9252016	RESTAURANTS	RESTAURANTS	CANDY, NUT, AND CONFECTIONERY STORES 	78
1	9252016	BUILDING SUPPLY/WHOLESALE	BUILDING SUPPLY / WHOLESALE	INDUSTRIAL SUPPLIES (NOT ELSEWHERE CLASSIFIED) 	2043
1	9252016	VEHICLE RENTAL	AUTO / GAS	AUTOMOTIVE SERVICE SHOPS (NON-DEALER)	27
1	9252016	DIRECT MARKETING	HOUSEHOLD	DIRECT MARKETING - INBOUND TELESERVICES MERCHANT 	72
1	9262016	INSURANCE	INSURANCE / FINANCIAL SERVICES	FINANCIAL INSTITUTIONS - MANUAL CASH DISBURSEMENTS	412
1	9262016	PET/VETERINARY	PET / VETERINARY	PET SHOPS, PET FOODS AND SUPPLIES STORES 	253
1	9262016	PERSONAL SERVICES	PERSONAL SERVICES	MISCELLANEOUS PERSONAL SERVICES NOT ELSEWHERE CLASSIFIED	76
1	9262016	FURNISHINGS	HOUSEHOLD	HOUSEHOLD APPLIANCE STORES 	55
1	9272016	ENTERTAINMENT	ENTERTAINMENT	RELIGIOUS GOODS STORES RELIGIOUS GOODS STORES 	311
1	9282016	WHOLESALE CLUBS	RETAIL / DEPARTMENT STORES	ELECTRIC RAZOR STORES - SALES AND SERVICE 	129
1	10012016	BUILDING SUPPLY/WHOLESALE	BUILDING SUPPLY / WHOLESALE	LUMBER AND BUILDING MATERIALS STORES 	1054
1	10012016	CONVENIENCE STORES	RETAIL / DEPARTMENT STORES	RETAIL-MISCELLANEOUS RETAIL	249
1	10012016	TELECOM	UTILITIES / TELECOM	COMPUTER NETWORK/INFORMATION SERVICES 	73
1	10012016	HOTEL/MOTEL	LODGING	PEPPERMILL HOTEL CASINO	950
1	10022016	BUILDING SUPPLY/WHOLESALE	BUILDING SUPPLY / WHOLESALE	INDUSTRIAL SUPPLIES (NOT ELSEWHERE CLASSIFIED) 	2005
1	10062016	HOTEL/MOTEL	LODGING	COSMOPOLITAN OF LAS VEGAS	1047
1	10072016	FURNISHINGS	HOUSEHOLD	FIREPLACES, FIREPLACE SCREENS, ACCESSORIES STORES	67
1	10072016	DEPARTMENT STORES	RETAIL / DEPARTMENT STORES	FLORISTS SUPPLIES, NURSERY STOCK AND FLOWERS 	173
1	10082016	ANTIQUES	RETAIL / DEPARTMENT STORES	COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE	192
1	10082016	FINANCIAL SERVICES	INSURANCE / FINANCIAL SERVICES	VISA CREDENTIAL SERVICE	212
1	10082016	OTHER	OTHER	GOVERNMENT LOAN PAYMENTS	48
1	10082016	AUTO	AUTO / GAS	PAYLESS CAR RENTAL	52
1	10092016	VEHICLE RENTAL	AUTO / GAS	EUROPE BY CAR	57
1	10142016	GAMBLING	ENTERTAINMENT	Media, Books, Movies, Music	379
1	10142016	HEALTHCARE	HEALTHCARE / PHARMACY	MEDICAL AND DENTAL LABORATORIES 	65
1	10142016	GROCERIES	GROCERIES	PACKAGE STORES BEER, WINE, AND LIQUOR 	157
1	10152016	PAWN SHOPS	RETAIL / DEPARTMENT STORES	SHOE STORES 	183
1	10152016	USED ITEMS	OTHER	INTRA-COMPANY PURCHASES	41
1	10172016	POSTAGE/DELIVERY	POSTAGE / DELIVERY	POSTAL SERVICES - GOVERNMENT ONLY 	19
1	10172016	APPLIANCES	RETAIL / DEPARTMENT STORES	FLORISTS (BMG INFERRED DEFINITION)	221
1	10192016	REAL ESTATE	INSURANCE / FINANCIAL SERVICES	FINANCIAL INSTITUTIONS - MANUAL CASH DISBURSEMENTS	173
1	10192016	ENTERTAINMENT	ENTERTAINMENT	BICYCLE SHOPS - SALES AND SERVICE 	177
1	10192016	CONTRACTOR/BUSINESS SERVICES	CONTRACTOR / BUSINESS SERVICES	FARM SUPPLIES	322
1	10202016	OTHER	OTHER	INTRA-COMPANY PURCHASES	63
1	10212016	FINANCIAL SERVICES	INSURANCE / FINANCIAL SERVICES	MISCELLANEOUS BUSINESS CREDIT INSTITUTIONS	321
1	10212016	DISCOUNT STORES	RETAIL / DEPARTMENT STORES	MUSIC STORES MUSICAL INSTRUMENTS, PIANOS, AND SHEET MUSIC	298
1	10212016	HOBBIES	ENTERTAINMENT	SEWING, NEEDLEWORK, FABRIC AND PIECE GOODS STORES 	293
1	10212016	GAS	AUTO / GAS	AUTOMOTIVE TIRE STORES 	69
1	10242016	WHOLESALE CLUBS	RETAIL / DEPARTMENT STORES	FAMILY CLOTHING STORES 	281
1	10242016	DURABLES	RETAIL / DEPARTMENT STORES	BOOK STORES 	189
1	10292016	GIFTS	RETAIL / DEPARTMENT STORES	FLORISTS SUPPLIES, NURSERY STOCK AND FLOWERS 	260
1	10292016	DEPARTMENT STORES	RETAIL / DEPARTMENT STORES	SPORTS AND RIDING APPAREL STORES 	187
1	10292016	SPORTING GOODS	RETAIL / DEPARTMENT STORES	CHILDRENS AND INFANTS WEAR STORES 	246
1	10302016	WHOLESALE CLUBS	RETAIL / DEPARTMENT STORES	COSMETIC STORES 	223
1	10312016	CHARITY/COMMUNITY ORG	CHARITY / COMMUNITY ORG.	POLITICAL ORGANIZATIONS 	88
1	10312016	RESTAURANTS	RESTAURANTS	CATERERS 	81
1	10312016	RECREATION	ENTERTAINMENT	Media, Books, Movies, Music	492
1	11062016	AIRLINES	AIRLINES / TRANSPORTATION	ADRIA	1630
1	11062016	FINANCIAL SERVICES	INSURANCE / FINANCIAL SERVICES	ONLINE ADVANCE, PHONE ADVANCE, ATM CASH ADVANCE, OR TRANSFER (BMG INFERRED DEFINITION)	241
1	11062016	FURNISHINGS	HOUSEHOLD	FLOOR COVERING STORES 	63
1	11092016	NONCLASSIFIABLE ESTABLISHMENTS	OTHER	GOVERNMENT SERVICES (NOT ELSEWHERE CLASSIFIED)	60
1	11162016	HOBBIES	ENTERTAINMENT	ARTISTS SUPPLY AND CRAFT SHOPS 	190
1	11162016	PHARMACY	HEALTHCARE / PHARMACY	NURSING AND PERSONAL CARE FACILITIES 	97
1	11162016	GAS	AUTO / GAS	ACCENT RENT-A-CAR	49
1	11162016	ANTIQUES	RETAIL / DEPARTMENT STORES	BOOK STORES 	112
1	11182016	CONVENIENCE STORES	RETAIL / DEPARTMENT STORES	ELECTRONICS STORES 	137
1	11182016	CONTRACTOR/BUSINESS SERVICES	CONTRACTOR / BUSINESS SERVICES	SPECIALTY CLEANING, POLISHING AND SANITATION PREPARATIONS 	248
1	11212016	HOT FILE	OTHER	INTRA-COMPANY PURCHASES	62
1	11212016	CHARITY/COMMUNITY ORG	CHARITY / COMMUNITY ORG.	CHARITABLE AND SOCIAL SERVICE ORGANIZATIONS 	63
1	11252016	APPLIANCES	RETAIL / DEPARTMENT STORES	VIDEO, GAME VIDEO AMUSEMENT GAME SUPPLIES 	204
1	11272016	GAS	AUTO / GAS	PETROLEUM AND PETROLEUM PRODUCTS 	31
1	12022016	EDUCATION	EDUCATION	COLLEGES, UNIVERSITIES, PROFESSIONAL SCHOOLS, JUNIOR COLLEGES	3180
1	12022016	TELECOM	UTILITIES / TELECOM	CABLE AND OTHER PAY TELEVISION SERVICES	99
1	12022016	DEPARTMENT STORES	RETAIL / DEPARTMENT STORES	DEPARTMENT STORES 	175
1	12032016	VEHICLE RENTAL	AUTO / GAS	USA RENT-A-CAR	35
1	12052016	PET/VETERINARY	PET / VETERINARY	ANIMAL SPECIALTY SERVICES (BMG INFERRED DEFINITION)	453
1	12062016	FINANCIAL SERVICES	INSURANCE / FINANCIAL SERVICES	REAL ESTATE AGENTS AND MANAGERS RENTALS (BMG INFERRED DEFINITION)	177
1	12062016	DIRECT MARKETING	HOUSEHOLD	DIRECT MARKETING - CATALOG MERCHANT 	72
1	12092016	POSTAGE/DELIVERY	POSTAGE / DELIVERY	DELIVERY SERVICES (BMG INFERRED DEFINITION)	28
1	12092016	TAX	TAX	TAX PAYMENTS 	40
1	12092016	TRANSPORTATION	AIRLINES / TRANSPORTATION	NORDAIR	1962
1	12112016	HOT FILE	OTHER	NONCLASSIFIABLE ESTABLISHMENTS	63
1	12132016	DURABLES	RETAIL / DEPARTMENT STORES	RETAIL-MISCELLANEOUS RETAIL	142
1	12132016	NONCLASSIFIABLE ESTABLISHMENTS	OTHER	UK SUPERMARKETS HOT FILE	83
1	12142016	CONTRACTOR/BUSINESS SERVICES	CONTRACTOR / BUSINESS SERVICES	ARCHITECTURAL, ENGINEERING, AND SURVEYING SERVICES 	335
1	12202016	ENTERTAINMENT	ENTERTAINMENT	THEATRICAL PRODUCERS (EXCEPT MOTION PICTURES) AND TICKET AGENCIES	408
1	12212016	LUGGAGE	RETAIL / DEPARTMENT STORES	WOMENS ACCESSORY AND SPECIALTY SHOPS (BMG INFERRED DEFINITION)	166
1	12212016	PERSONAL SERVICES	PERSONAL SERVICES	MISCELLANEOUS PERSONAL SERVICES NOT ELSEWHERE CLASSIFIED	96
1	12212016	RESTAURANTS	RESTAURANTS	CATERERS 	214
1	12222016	GIFTS	RETAIL / DEPARTMENT STORES	WOMENS ACCESSORY AND SPECIALTY SHOPS (BMG INFERRED DEFINITION)	137
1	12232016	HEALTHCARE	HEALTHCARE / PHARMACY	OPTICIANS, OPTICAL GOODS, AND EYEGLASSES 	48
1	12232016	RETAIL	RETAIL / DEPARTMENT STORES	RETAIL (BMG INFERRED DEFINITION)	118
1	12232016	GAS	AUTO / GAS	MOTOR VEHICLE SUPPLIES, NEW PARTS (BUSINESS-TO-BUSINESS) 	37
1	12232016	HEALTHCARE	HEALTHCARE / PHARMACY	ORTHOPEDIC GOODS - PROSTHETIC DEVICES 	92
1	12252016	SPORTING GOODS	RETAIL / DEPARTMENT STORES	JEWELRY, PRECIOUS METAL	191
1	12292016	APPLIANCES	RETAIL / DEPARTMENT STORES	TYPEWRITER STORES, SALES, RENTALS, SERVICE	202
2	7012016	HEALTHCARE	HEALTHCARE / PHARMACY	OPTOMETRISTS AND OPHTHALMOLOGISTS 	102
2	7072016	GIFTS	RETAIL / DEPARTMENT STORES	PHOTOGRAPHIC, PHOTOCOPY, MICROFILM EQUIPMENT, SUPPLIES	215
2	7092016	REAL ESTATE	INSURANCE / FINANCIAL SERVICES	FINANCIAL INSTITUTIONS - FEDERAL SAVINGS BANKS (BMG INFERRED DEFINITION)	308
2	7092016	VARIETY STORES	RETAIL / DEPARTMENT STORES	NEWS DEALERS AND NEWSSTANDS 	145
2	7102016	COMPUTERS	RETAIL / DEPARTMENT STORES	COMPUTER PROGRAMMING, DATA PROCESSING, AND INTEGRATED SYSTEMS DESIGN SERVICES	226
2	7112016	HOTEL/MOTEL	LODGING	CROSSLAND	877
2	7112016	DEPARTMENT STORES	RETAIL / DEPARTMENT STORES	GIFT, CARD, NOVELTY AND SOUVENIR SHOPS 	289
2	7112016	CLOTHES	RETAIL / DEPARTMENT STORES	TYPEWRITER STORES, SALES, RENTALS, SERVICE	154
2	7112016	NONCLASSIFIABLE ESTABLISHMENTS	OTHER	U.S. GOVERNMENT U.S. FEDERAL GOVERNMENT AGENCIES OR DEPARTMENTS 	80
2	7122016	ANTIQUES	RETAIL / DEPARTMENT STORES	CIGAR STORES AND STANDS 	231
2	7132016	REAL ESTATE	INSURANCE / FINANCIAL SERVICES	OVERDRAFT PROTECTION TRANSFER, CASH ADVANCE, OR BALANCE TRANSFER (BMG INFERRED DEFINITION)	367
2	7132016	LEGAL	PERSONAL SERVICES	BAIL AND BOND PAYMENTS 	38
2	7162016	CHARITY/COMMUNITY ORG	CHARITY / COMMUNITY ORG.	RELIGIOUS ORGANIZATIONS 	124
2	7162016	ALCOHOL	GROCERIES	PACKAGE STORES BEER, WINE, AND LIQUOR (BMG INFERRED DEFINITION)	145
2	7212016	CONVENIENCE STORES	RETAIL / DEPARTMENT STORES	MEN'S, WOMEN'S, AND CHILDREN'S UNIFORMS AND COMMERCIAL CLOTHING	143
2	7222016	TRAVEL	AIRLINES / TRANSPORTATION	AMERICA WEST	1744
2	7222016	CHARITY/COMMUNITY ORG	CHARITY / COMMUNITY ORG.	CHARITABLE AND SOCIAL SERVICE ORGANIZATIONS 	78
2	7222016	HOTEL/MOTEL	LODGING	PALACE RESORTS	1174
2	7222016	VARIETY STORES	RETAIL / DEPARTMENT STORES	GLASSWARE/CRYSTAL STORES 	177
2	7232016	LEGAL	PERSONAL SERVICES	FINES 	44
2	7242016	GROCERIES	GROCERIES	MEAT AND FISH (SEAFOOD) MARKETS, INCLUDING FREEZER PROVISIONERS	280
2	7242016	NONCLASSIFIABLE ESTABLISHMENTS	OTHER	GOVERNMENT SERVICES (NOT ELSEWHERE CLASSIFIED)	72
2	7262016	ANTIQUES	RETAIL / DEPARTMENT STORES	CIGAR STORES AND STANDS 	143
2	7272016	APPLIANCES	RETAIL / DEPARTMENT STORES	PIECE GOODS, NOTIONS, AND OTHER DRY GOODS 	215
2	7302016	PAWN SHOPS	RETAIL / DEPARTMENT STORES	SHOE STORES	244
2	7302016	BARS	ENTERTAINMENT	COMMERCIAL PHOTOGRAPHY, ART, AND GRAPHICS 	313
2	8032016	TAX	TAX	TAX PAYMENTS 	28
2	8042016	BARS	ENTERTAINMENT	TOURIST ATTRACTIONS AND EXHIBITS 	474
2	8042016	DISCOUNT STORES	RETAIL / DEPARTMENT STORES	MENS AND BOYS CLOTHING AND ACCESSORIES STORES 	254
2	8052016	RECREATION	ENTERTAINMENT	BICYCLE SHOPS - SALES AND SERVICE 	230
2	8052016	JEWELRY	RETAIL / DEPARTMENT STORES	DUTY FREE STORES	150
2	8072016	HOBBIES	ENTERTAINMENT	PUBLIC PUBLIC GOLF COURSES 	319
2	8102016	FURNISHINGS	HOUSEHOLD	CATALOG AND MAIL-ORDER HOUSES	45
2	8122016	VARIETY STORES	RETAIL / DEPARTMENT STORES	MEN'S, WOMEN'S, AND CHILDREN'S UNIFORMS AND COMMERCIAL CLOTHING	227
2	8122016	CONVENIENCE STORES	RETAIL / DEPARTMENT STORES	VARIETY STORES	130
2	8162016	POSTAGE/DELIVERY	POSTAGE / DELIVERY	POSTAL SERVICES - GOVERNMENT ONLY 	28
2	8162016	CONTRACTOR/BUSINESS SERVICES	CONTRACTOR / BUSINESS SERVICES	DRY CLEANERS 	142
2	8162016	ALCOHOL	GROCERIES	GROCERY STORES AND SUPERMARKETS 	168
2	8172016	OTHER	OTHER	MISCELLANEOUS STORES (BMG INFERRED DEFINITION)	52
2	8172016	HOTEL/MOTEL	LODGING	NEVELE GRAND RESORT & COUNTRY CLUB	1025
2	8172016	JEWELRY	RETAIL / DEPARTMENT STORES	WHOLESALE CLUBS 	280
2	8182016	GAS	AUTO / GAS	MOTOR HOME AND RECREATIONAL VEHICLE RENTALS 	70
2	8182016	PERSONAL SERVICES	PERSONAL SERVICES	TAILORS, SEAMSTRESSES, MENDING, AND ALTERATIONS 	63
2	8192016	CONVENIENCE STORES	RETAIL / DEPARTMENT STORES	SHOE STORES 	164
2	8192016	CONTRACTOR/BUSINESS SERVICES	CONTRACTOR / BUSINESS SERVICES	TESTING LABORATORIES (NON-MEDICAL TESTING) 	282
2	8192016	RECREATION	ENTERTAINMENT	PHOTOFINISHING LABORATORIES AND PHOTO DEVELOPING 	322
2	8192016	HOTEL/MOTEL	LODGING	CONCORDE HOTELS	957
2	8202016	FURNISHINGS	HOUSEHOLD	DIRECT MARKETING - CONTINUITY/SUBSCRIPTION MERCHANT	58
2	8202016	HOTEL/MOTEL	LODGING	OBEROI HOTELS	594
2	8202016	DURABLES	RETAIL / DEPARTMENT STORES	COMPUTER PROGRAMMING, DATA PROCESSING, AND INTEGRATED SYSTEMS DESIGN SERVICES	134
2	8222016	ANTIQUES	RETAIL / DEPARTMENT STORES	CHILDRENS AND INFANTS WEAR STORES 	163
2	8262016	RECREATION	ENTERTAINMENT	RELIGIOUS GOODS STORES RELIGIOUS GOODS STORES 	260
2	8292016	JEWELRY	RETAIL / DEPARTMENT STORES	NEWS DEALERS AND NEWSSTANDS 	204
2	8292016	VARIETY STORES	RETAIL / DEPARTMENT STORES	ANTIQUE REPRODUCTIONS	276
2	8302016	GAS	AUTO / GAS	AMERICAN INTERNATIONAL	47
2	8312016	EDUCATION	EDUCATION	SCHOOLS AND EDUCATIONAL SERVICES (NOT ELSEWHERE CLASSIFIED)	3678
2	8312016	PAWN SHOPS	RETAIL / DEPARTMENT STORES	COMPUTER MAINTENANCE, REPAIR, SERVICES (NOT ELSEWHERE CLASSIFIED)	138
2	9012016	REAL ESTATE	INSURANCE / FINANCIAL SERVICES	PAYMENT SERVICE PROVIDER - EASY SAVINGS (BMG INFERRED DEFINITION)	357
2	9032016	CHARITY/COMMUNITY ORG	CHARITY / COMMUNITY ORG.	CIVIC, SOCIAL, AND FRATERNAL ASSOCIATIONS 	145
2	9032016	EDUCATION	EDUCATION	ELEMENTARY AND SECONDARY SCHOOLS 	4834
2	9042016	COMPUTERS	RETAIL / DEPARTMENT STORES	NONDURABLE GOODS (NOT ELSEWHERE CLASSIFIED) 	293
2	9062016	HOBBIES	ENTERTAINMENT	DRINKING PLACES (ALCOHOLIC BEVERAGES) BARS, TAVERNS,NIGHTCLUBS, COCKTAIL LOUNGES, AND DISCOTHEQUES	178
2	9062016	GAMBLING	ENTERTAINMENT	MOTION PICTURE THEATERS 	313
2	9062016	LUGGAGE	RETAIL / DEPARTMENT STORES	MENS AND WOMENS CLOTHING STORES 	182
2	9112016	WHOLESALE CLUBS	RETAIL / DEPARTMENT STORES	FLORISTS 	241
2	9112016	ELECTRONICS	RETAIL / DEPARTMENT STORES	CIGAR STORES AND STANDS 	191
2	9122016	FAST FOOD	RESTAURANTS	BAKERY PRODUCTS	99
2	9122016	OTHER	OTHER	INTRA-COMPANY PURCHASES	69
2	9142016	RETAIL	RETAIL / DEPARTMENT STORES	SHOE STORES 	216
2	9152016	PAWN SHOPS	RETAIL / DEPARTMENT STORES	DEPARTMENT STORES 	122
2	9152016	FURNISHINGS	HOUSEHOLD	CATALOG AND MAIL-ORDER HOUSES	41
2	9162016	TELECOM	UTILITIES / TELECOM	CABLE AND OTHER PAY TELEVISION SERVICES	66
2	9172016	AUTO	AUTO / GAS	AVIS RENT-A-CAR	60
2	9172016	APPLIANCES	RETAIL / DEPARTMENT STORES	CLOTHING STORES (BMG INFERRED DEFINITION)	252
2	9172016	ANTIQUES	RETAIL / DEPARTMENT STORES	HOBBY, TOY AND GAME SHOPS 	218
2	9222016	REAL ESTATE	INSURANCE / FINANCIAL SERVICES	NON-FINANCIAL INSTITUTIONS, FOREIGN CURRENCY, MONEY ORDERS (NOT WIRE TRANSFER), TRAVELERS CHEQUES	346
2	9222016	HOTEL/MOTEL	LODGING	QUEENS MOAT HOUSES	420
2	9232016	GOVERNMENT SERVICES	OTHER	USED MERCHANDISE AND SECONDHAND STORES 	77
2	9232016	RETAIL	RETAIL / DEPARTMENT STORES	WIG AND TOUPEE STORES 	280
2	9302016	HOT FILE	OTHER	WHOLESALE DISTRIBUTORS AND MANUFACTURERS (BMG INFERRED DEFINITION)	87
2	9302016	WHOLESALE CLUBS	RETAIL / DEPARTMENT STORES	RECORD STORES 	159
2	9302016	HOBBIES	ENTERTAINMENT	CAMERA AND PHOTOGRAPHIC SUPPLY STORES 	267
2	9302016	GAMBLING	ENTERTAINMENT	BOAT RENTALS AND LEASING 	516
2	10012016	DIRECT MARKETING	HOUSEHOLD	DIRECT MARKETING - OTHER DIRECT MARKETERS (NOT ELSEWHERE CLASSIFIED)	33
2	10082016	RESTAURANTS	RESTAURANTS	BAKERIES 	108
2	10142016	PERSONAL SERVICES	PERSONAL SERVICES	COURT COSTS, INCLUDING ALIMONY AND CHILD SUPPORT 	49
2	10152016	APPLIANCES	RETAIL / DEPARTMENT STORES	PRECIOUS STONES, METALS, WATCHES, JEWELRY	163
2	10162016	USED ITEMS	OTHER	GOVERNMENT SERVICES (NOT ELSEWHERE CLASSIFIED) 	67
2	10172016	BUILDING SUPPLY/WHOLESALE	BUILDING SUPPLY / WHOLESALE	INDUSTRIAL SUPPLIES (NOT ELSEWHERE CLASSIFIED) 	1112
2	10172016	ELECTRONICS	RETAIL / DEPARTMENT STORES	JEWELRY, PRECIOUS METAL	243
2	10172016	ALCOHOL	GROCERIES	MEAT AND FISH (SEAFOOD) MARKETS, INCLUDING FREEZER PROVISIONERS	273
2	10172016	LUGGAGE	RETAIL / DEPARTMENT STORES	ELECTRONICS STORES 	165
2	10182016	ALCOHOL	GROCERIES	PACKAGE STORES BEER, WINE, AND LIQUOR 	240
2	10182016	CONVENIENCE STORES	RETAIL / DEPARTMENT STORES	SHOE STORES 	215
2	10182016	RECREATION	ENTERTAINMENT	BILLIARD AND POOL ESTABLISHMENTS 	318
2	10182016	APPLIANCES	RETAIL / DEPARTMENT STORES	VARIETY STORES	171
2	10212016	GAS	AUTO / GAS	PAYLESS CAR RENTAL	37
2	10222016	USED ITEMS	OTHER	BUSINESS SERVICES (BMG INFERRED DEFINITION)	69
2	10222016	PERSONAL SERVICES	PERSONAL SERVICES	DATING AND ESCORT SERVICES 	70
2	10222016	INSURANCE	INSURANCE / FINANCIAL SERVICES	WIRE TRANSFER MONEY ORDERS	378
2	10252016	ELECTRONICS	RETAIL / DEPARTMENT STORES	TYPEWRITER STORES, SALES, RENTALS, SERVICE	241
2	10272016	COMPUTERS	RETAIL / DEPARTMENT STORES	PAWN SHOPS 	150
2	10292016	DISCOUNT STORES	RETAIL / DEPARTMENT STORES	DISCOUNT STORES	259
2	10302016	GIFTS	RETAIL / DEPARTMENT STORES	HOBBY, TOY AND GAME SHOPS 	290
